sentence1,sentence2,score,source,pair_type,topic,split
Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.513913,synthetic,related,teknoloji,train
Meteoroloji Eskişehir için kuvvetli yağış uyarısı yaptı.,Adana'a mevsimin ilk karı düştü.,0.238652,synthetic,related,hava,train
Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,0.485452,synthetic,related,teknoloji,train
Yunanistan'de yapılan seçimleri muhalefet kazandı.,Almanya'de meydana gelen depremde maddi hasar oluştu.,0.163698,synthetic,related,dunya,train
"Antalyaspor, sahasında Gaziantep FK'yi 1-3 mağlup etti.","Göztepe, yıldız futbolcuyla sözleşme yeniledi.",0.227232,synthetic,related,spor,train
"ödüllü yönetmen, Eskişehir'da tatilde görüntülendi.",sevilen sanatçı eşinden boşandığını duyurdu.,0.259344,synthetic,related,magazin,train
"Adana Demirspor, sahasında Kasımpaşa'yi 3-0 mağlup etti.",Konyaspor teknik direktörüyle yollarını ayırdı.,0.27863,synthetic,related,spor,train
Adana'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Adana'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.911146,synthetic,paraphrase,asayis,train
Meteoroloji Bursa için kuvvetli yağış uyarısı yaptı.,sevilen komedyen yeni projesiyle ekranlara dönüyor.,0.101057,synthetic,unrelated,hava|magazin,train
Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,"ünlü model, Adana'da tatilde görüntülendi.",0.195555,synthetic,unrelated,siyaset|magazin,train
Adana'da iki aracın çarpışması sonucu 6 kişi yaralandı.,Adana'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.900447,synthetic,paraphrase,asayis,train
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,Hollanda'de meydana gelen depremde maddi hasar oluştu.,0.064691,synthetic,unrelated,magazin|dunya,train
Antalya'da sıcaklık 32 dereceye ulaştı.,Kayseri'a mevsimin ilk karı düştü.,0.15351,synthetic,related,hava,train
Yıllık enflasyon yüzde 17 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 17 olarak duyurdu.,0.962705,synthetic,paraphrase,ekonomi,train
Borsa İstanbul günü yüzde 22 değişimle kapattı.,Merkez Bankası politika faizini sabit tuttu.,0.203963,synthetic,related,ekonomi,train
Teknoloji devi yeni akıllı telefon modelini duyurdu.,Şirket güncellenmiş akıllı telefon sürümünü kullanıma sundu.,0.796409,synthetic,paraphrase,teknoloji,train
Cumhurbaşkanı ABD'e resmi ziyarette bulundu.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.244661,synthetic,unrelated,siyaset|magazin,train
popüler sunucu eşinden boşandığını duyurdu.,Adana'a mevsimin ilk karı düştü.,0.156424,synthetic,unrelated,magazin|hava,train
Bolu'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Bolu'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.806861,synthetic,paraphrase,asayis,train
İzmir'da meydana gelen trafik kazasında 2 kişi yaralandı.,Mersin'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.285416,synthetic,related,asayis,train
Borsa İstanbul günü yüzde 7 değişimle kapattı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.211759,synthetic,unrelated,ekonomi|teknoloji,train
Gaziantep'da iki aracın çarpışması sonucu 6 kişi yaralandı.,Gaziantep'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.900289,synthetic,paraphrase,asayis,train
fenomen isim sürpriz bir törenle dünyaevine girdi.,Beşiktaş teknik direktörüyle yollarını ayırdı.,0.054348,synthetic,unrelated,magazin|spor,train
sevilen komedyen yeni projesiyle ekranlara dönüyor.,"sevilen sanatçı, Adana'da tatilde görüntülendi.",0.259499,synthetic,related,magazin,train
Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.163337,synthetic,unrelated,asayis|teknoloji,train
"Samsunspor, Kasımpaşa karşısında sahadan 2-2 galip ayrıldı.",Samsunspor evinde Kasımpaşa'yi 2-2'lik skorla yendi.,0.880531,synthetic,paraphrase,spor,train
usta oyuncu sürpriz bir törenle dünyaevine girdi.,pop yıldızı sürpriz bir törenle dünyaevine girdi.,0.848928,synthetic,related,magazin,train
Aydın'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Aydın beklenenden daha sıcak bir güne uyandı.,0.594737,synthetic,paraphrase,hava,train
Muğla'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,İspanya'de yapılan seçimleri muhalefet kazandı.,0.189894,synthetic,unrelated,asayis|dunya,train
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,0.367964,synthetic,unrelated,saglik|teknoloji,train
Meteoroloji Denizli için kuvvetli yağış uyarısı yaptı.,Denizli'a mevsimin ilk karı düştü.,0.372316,synthetic,related,hava,train
"Alanyaspor, sahasında Trabzonspor'yi 3-1 mağlup etti.",Beşiktaş teknik direktörüyle yollarını ayırdı.,0.188231,synthetic,related,spor,train
Dolar kuru güne yüzde 40 yükselişle başladı.,Borsa İstanbul günü yüzde 19 değişimle kapattı.,0.302738,synthetic,related,ekonomi,train
Yapay zeka alanında binlerce yeni iş ilanı açıldı.,AI sektöründe istihdam hızla artış gösterdi.,0.708975,manual,manual,,train
Trabzon'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Trabzon'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.909268,synthetic,paraphrase,asayis,train
ana muhalefet partisi yeni yasa teklifini meclise sundu.,Trabzon'da sıcaklık 35 dereceye ulaştı.,0.036586,synthetic,unrelated,siyaset|hava,train
Kayseri ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Kayseri için sağanak uyarısında bulundu.,0.727965,synthetic,paraphrase,hava,train
Kayserispor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Antalyaspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.841237,synthetic,related,spor,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Diyarbakır'da meydana gelen trafik kazasında 4 kişi yaralandı.,0.080075,synthetic,unrelated,teknoloji|asayis,train
İstanbul ve çevresi için sağanak yağış bekleniyor.,Meteoroloji İstanbul için sağanak uyarısında bulundu.,0.735488,synthetic,paraphrase,hava,train
Binlerce Trabzonspor taraftarları futbolcunun gelmesini bekliyor.,Trabzonspor taraftarları efsane futbolcuyu bekliyor.,0.855342,manual,manual,,train
Boğaz enfeksiyonu vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri boğaz enfeksiyonu vakalarının yükseldiğini bildirdi.,0.820629,synthetic,paraphrase,saglik,train
Sakarya'da sıcaklık 32 dereceye ulaştı.,Fransa'de yapılan seçimleri muhalefet kazandı.,0.103481,synthetic,unrelated,hava|dunya,train
Bodrum FK teknik direktörüyle yollarını ayırdı.,"Samsunspor, yıldız futbolcuyla sözleşme yeniledi.",0.368452,synthetic,related,spor,train
Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.450226,synthetic,related,saglik,train
"Alanyaspor, yıldız futbolcuyla sözleşme yeniledi.","Eyüpspor, yıldız futbolcuyla sözleşme yeniledi.",0.870492,synthetic,related,spor,train
Yıllık enflasyon yüzde 30 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 30 olarak duyurdu.,0.95182,synthetic,paraphrase,ekonomi,train
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Rusya iklim zirvesine ev sahipliği yapıyor.,0.013337,synthetic,unrelated,siyaset|dunya,train
Yıllık enflasyon yüzde 11 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 11 olarak duyurdu.,0.960267,synthetic,paraphrase,ekonomi,train
Cumhurbaşkanı Fransa'e resmi ziyarette bulundu.,ABD'de meydana gelen depremde maddi hasar oluştu.,0.138838,synthetic,unrelated,siyaset|dunya,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,0.165329,synthetic,related,teknoloji,train
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.800671,synthetic,related,siyaset,train
Uzmanlar kızamık vakalarındaki artışa dikkat çekti.,"Eyüpspor, yıldız futbolcuyla sözleşme yeniledi.",0.175045,synthetic,unrelated,saglik|spor,train
Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,Kuru fasulye fiyatları son bir ayda yüzde 35 arttı.,0.038568,synthetic,unrelated,siyaset|ekonomi,train
Meteoroloji Bursa için kuvvetli yağış uyarısı yaptı.,sevilen sanatçı yeni projesiyle ekranlara dönüyor.,0.123083,synthetic,unrelated,hava|magazin,train
genç oyuncu sürpriz bir törenle dünyaevine girdi.,Antalyaspor teknik direktörüyle yollarını ayırdı.,0.054075,synthetic,unrelated,magazin|spor,train
pop yıldızı eşinden boşandığını duyurdu.,"fenomen isim, Muğla'da tatilde görüntülendi.",0.222247,synthetic,related,magazin,train
Cumhurbaşkanı Japonya'e resmi ziyarette bulundu.,Cumhurbaşkanı Fransa'e resmi ziyarette bulundu.,0.73089,synthetic,related,siyaset,train
Popüler sunucu eşiyle Aydın'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Aydın tatilinden kareler paylaşıldı.,0.94086,synthetic,paraphrase,magazin,train
Borsa İstanbul günü yüzde 35 değişimle kapattı.,Cumhurbaşkanı Japonya'e resmi ziyarette bulundu.,0.097234,synthetic,unrelated,ekonomi|siyaset,train
Ünlü sunucu eşiyle Sakarya'da tatil yaparken görüntülendi.,Ünlü sunucu ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.960197,synthetic,paraphrase,magazin,train
Patates fiyatları son bir ayda yüzde 6 arttı.,Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,0.118785,synthetic,unrelated,ekonomi|siyaset,train
Trabzon ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Trabzon için sağanak uyarısında bulundu.,0.775734,synthetic,paraphrase,hava,train
Usta oyuncu sevgilisiyle nişanlandı.,Usta oyuncu mutlu haberi nişan yüzükleriyle duyurdu.,0.697741,synthetic,paraphrase,magazin,train
Teknoloji şirketi yeni dizüstü bilgisayar tanıttı.,Teknoloji şirketi yeni akıllı telefon tanıttı.,0.831288,synthetic,related,teknoloji,train
Çin'de yapılan seçimleri muhalefet kazandı.,Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,0.167788,synthetic,unrelated,dunya|teknoloji,train
Kayseri'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Antalya'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.202772,synthetic,related,asayis,train
Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,Ankara'a mevsimin ilk karı düştü.,0.100473,synthetic,unrelated,teknoloji|hava,train
Gaziantep'da meydana gelen trafik kazasında 3 kişi yaralandı.,İzmir'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.20344,synthetic,related,asayis,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,ünlü sunucu yeni projesiyle ekranlara dönüyor.,0.203883,synthetic,unrelated,teknoloji|magazin,train
Muğla'da meydana gelen trafik kazasında 1 kişi yaralandı.,"Rizespor, yıldız futbolcuyla sözleşme yeniledi.",0.116883,synthetic,unrelated,asayis|spor,train
"Samsunspor, tecrübeli oyuncuyla anlaşmaya vardı.",Samsunspor deneyimli futbolcuyu kadrosuna kattı.,0.798851,synthetic,paraphrase,spor,train
Ankara'a mevsimin ilk karı düştü.,"fenomen isim, Mersin'da tatilde görüntülendi.",0.23107,synthetic,unrelated,hava|magazin,train
Bolu'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Bolu'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.900372,synthetic,paraphrase,asayis,train
"Adana Demirspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Adana Demirspor sezonu zirvede bitirip şampiyon oldu.,0.930199,synthetic,paraphrase,spor,train
ünlü sunucu sürpriz bir törenle dünyaevine girdi.,Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.222146,synthetic,unrelated,magazin|siyaset,train
Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Cumhurbaşkanı Fransa'e resmi ziyarette bulundu.,0.149581,synthetic,related,siyaset,train
"Rizespor, yıldız futbolcuyla sözleşme yeniledi.",Ankara'da meydana gelen trafik kazasında 3 kişi yaralandı.,0.117357,synthetic,unrelated,spor|asayis,train
Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,"genç oyuncu, Konya'da tatilde görüntülendi.",0.089842,synthetic,unrelated,siyaset|magazin,train
Patates fiyatları son bir ayda yüzde 37 arttı.,Dolar kuru güne yüzde 15 yükselişle başladı.,0.386205,synthetic,related,ekonomi,train
Parti Genel Başkan Yardımcısı yeni yasaya ilişkin soruları yanıtladı.,Parti Genel Başkan Yardımcısı yeni kanun teklifine ilişkin konuştu.,0.884229,manual,manual,,train
Ünlü oyuncu eşiyle Sakarya'da tatil yaparken görüntülendi.,Ünlü oyuncu ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.960363,synthetic,paraphrase,magazin,train
Yüksek tansiyon vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri yüksek tansiyon vakalarının yükseldiğini bildirdi.,0.751588,synthetic,paraphrase,saglik,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Almanya'de yapılan seçimleri muhalefet kazandı.,0.02462,synthetic,unrelated,teknoloji|dunya,train
Yıllık enflasyon yüzde 23 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 23 olarak duyurdu.,0.951389,synthetic,paraphrase,ekonomi,train
Denizli ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Denizli için sağanak uyarısında bulundu.,0.612102,synthetic,paraphrase,hava,train
Devlet üniversiteleri harç ücretlerini dondurma kararı aldı.,Üniversite harçlarında bu yıl artış yapılmayacak.,0.595809,manual,manual,,train
Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Cumhurbaşkanı Yunanistan'e resmi ziyarette bulundu.,0.123969,synthetic,related,siyaset,train
Dolar kuru güne yüzde 1 yükselişle başladı.,Borsa İstanbul günü yüzde 33 değişimle kapattı.,0.303059,synthetic,related,ekonomi,train
Kayseri'da meydana gelen trafik kazasında 1 kişi yaralandı.,Bolu'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.168054,synthetic,related,asayis,train
Kasımpaşa'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.084828,synthetic,unrelated,spor|asayis,train
Gaziantep ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Gaziantep için sağanak uyarısında bulundu.,0.731986,synthetic,paraphrase,hava,train
Borsa İstanbul günü yüzde 16 değişimle kapattı.,Borsa İstanbul günü yüzde 21 değişimle kapattı.,0.675885,synthetic,related,ekonomi,train
İzmir'da meydana gelen trafik kazasında 1 kişi yaralandı.,İspanya'de meydana gelen depremde maddi hasar oluştu.,0.35169,synthetic,unrelated,asayis|dunya,train
ödüllü yönetmen yeni projesiyle ekranlara dönüyor.,popüler sunucu eşinden boşandığını duyurdu.,0.215598,synthetic,related,magazin,train
Ödüllü yönetmen sevgilisiyle nişanlandı.,Ödüllü yönetmen mutlu haberi nişan yüzükleriyle duyurdu.,0.697153,synthetic,paraphrase,magazin,train
usta oyuncu sürpriz bir törenle dünyaevine girdi.,ödüllü yönetmen sürpriz bir törenle dünyaevine girdi.,0.761884,synthetic,related,magazin,train
iktidar partisi yeni yasa teklifini meclise sundu.,ana muhalefet partisi yeni yasa teklifini meclise sundu.,0.88745,synthetic,related,siyaset,train
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,"sevilen komedyen, Ankara'da tatilde görüntülendi.",0.103324,synthetic,unrelated,siyaset|magazin,train
"Galatasaray, sahasında Antalyaspor'yi 1-0 mağlup etti.","Gaziantep FK, sahasında Göztepe'yi 2-3 mağlup etti.",0.547439,synthetic,related,spor,train
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Teknoloji şirketi yeni oyun konsolu tanıttı.,0.345542,synthetic,unrelated,saglik|teknoloji,train
Teknoloji şirketi yeni akıllı telefon tanıttı.,Teknoloji şirketi yeni işletim sistemi tanıttı.,0.716166,synthetic,related,teknoloji,train
Yunanistan iklim zirvesine ev sahipliği yapıyor.,Merkez Bankası politika faizini sabit tuttu.,0.187089,synthetic,unrelated,dunya|ekonomi,train
İngiltere'de meydana gelen depremde maddi hasar oluştu.,Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,0.10996,synthetic,unrelated,dunya|siyaset,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Sakarya'a mevsimin ilk karı düştü.,0.113683,synthetic,unrelated,saglik|hava,train
İspanya'de meydana gelen depremde maddi hasar oluştu.,İtalya'de yapılan seçimleri muhalefet kazandı.,0.21873,synthetic,related,dunya,train
Uzmanlar migren vakalarındaki artışa dikkat çekti.,Meteoroloji Diyarbakır için kuvvetli yağış uyarısı yaptı.,0.257796,synthetic,unrelated,saglik|hava,train
Yıllık enflasyon yüzde 3 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 3 olarak duyurdu.,0.96058,synthetic,paraphrase,ekonomi,train
Ünlü sunucu yeni bir aşka yelken açtı.,Ünlü sunucu yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.864231,synthetic,paraphrase,magazin,train
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,"ünlü model, Muğla'da tatilde görüntülendi.",0.288337,synthetic,related,magazin,train
Gaziantep'da sıcaklık 31 dereceye ulaştı.,Meteoroloji Mersin için kuvvetli yağış uyarısı yaptı.,0.311076,synthetic,related,hava,train
ünlü oyuncu eşinden boşandığını duyurdu.,pop yıldızı eşinden boşandığını duyurdu.,0.862758,synthetic,related,magazin,train
Yıllık enflasyon yüzde 13 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 13 olarak duyurdu.,0.965036,synthetic,paraphrase,ekonomi,train
Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Uzmanlar zatürre vakalarındaki artışa dikkat çekti.,0.283796,synthetic,unrelated,asayis|saglik,train
Ankara'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Ankara'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.914644,synthetic,paraphrase,asayis,train
"Konyaspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Konyaspor sezonu zirvede bitirip şampiyon oldu.,0.908275,synthetic,paraphrase,spor,train
Ankara'da çıkan yangın itfaiye ekiplerince söndürüldü.,İstanbul'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.840448,synthetic,related,asayis,train
Gaziantep'da çıkan yangın itfaiye ekiplerince söndürüldü.,ünlü oyuncu yeni projesiyle ekranlara dönüyor.,0.083495,synthetic,unrelated,asayis|magazin,train
Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.195403,synthetic,unrelated,siyaset|saglik,train
Teknoloji şirketi yeni sohbet robotu tanıttı.,Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.474662,synthetic,related,teknoloji,train
"ünlü şarkıcı, Bursa'da tatilde görüntülendi.",ünlü model yeni projesiyle ekranlara dönüyor.,0.274308,synthetic,related,magazin,train
Iktidar partisi yeni kanun teklifine ilişkin açıklama yaptı.,Iktidar partisi hazırladığı yasa teklifini kamuoyuna duyurdu.,0.823046,synthetic,paraphrase,siyaset,train
Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,Teknoloji şirketi yeni oyun konsolu tanıttı.,0.404912,synthetic,related,teknoloji,train
Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,Gaziantep'a mevsimin ilk karı düştü.,0.202669,synthetic,related,hava,train
Ünlü sunucu eşiyle Denizli'da tatil yaparken görüntülendi.,Ünlü sunucu ve eşinin Denizli tatilinden kareler paylaşıldı.,0.958347,synthetic,paraphrase,magazin,train
Kayserispor teknik direktörüyle yollarını ayırdı.,"Rizespor, yıldız futbolcuyla sözleşme yeniledi.",0.34629,synthetic,related,spor,train
Teknoloji şirketi yeni oyun konsolu tanıttı.,Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,0.693368,synthetic,related,teknoloji,train
Teknoloji devi yeni yapay zeka modelini duyurdu.,"Şirket, güncellenmiş AI modelini kullanıma sundu.",0.750693,manual,manual,,train
İngiltere'de yapılan seçimleri muhalefet kazandı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.221589,synthetic,unrelated,dunya|saglik,train
Bolu'da çıkan yangın itfaiye ekiplerince söndürüldü.,Hollanda'de yapılan seçimleri muhalefet kazandı.,0.160122,synthetic,unrelated,asayis|dunya,train
İzmir'da çıkan yangın itfaiye ekiplerince söndürüldü.,Cumhurbaşkanı İngiltere'e resmi ziyarette bulundu.,0.147494,synthetic,unrelated,asayis|siyaset,train
Cumhurbaşkanı Hollanda'e resmi ziyarette bulundu.,ana muhalefet partisi yeni yasa teklifini meclise sundu.,0.09914,synthetic,related,siyaset,train
Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,pop yıldızı yeni projesiyle ekranlara dönüyor.,0.359646,synthetic,unrelated,teknoloji|magazin,train
İstanbul'da iki aracın çarpışması sonucu 3 kişi yaralandı.,İstanbul'daki trafik kazasında 3 kişi yaralı kurtuldu.,0.894893,synthetic,paraphrase,asayis,train
Sevilen sanatçı eşiyle Sakarya'da tatil yaparken görüntülendi.,Sevilen sanatçı ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.964052,synthetic,paraphrase,magazin,train
"ünlü şarkıcı, Mersin'da tatilde görüntülendi.",pop yıldızı yeni projesiyle ekranlara dönüyor.,0.273597,synthetic,related,magazin,train
genç oyuncu yeni projesiyle ekranlara dönüyor.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.300359,synthetic,related,magazin,train
ABD'de yapılan seçimleri muhalefet kazandı.,İngiltere'de yapılan seçimleri muhalefet kazandı.,0.726177,synthetic,related,dunya,train
Gaziantep'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Bolu'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.851145,synthetic,related,asayis,train
İstanbul'da çıkan yangın itfaiye ekiplerince söndürüldü.,Borsa İstanbul günü yüzde 18 değişimle kapattı.,0.228866,synthetic,unrelated,asayis|ekonomi,train
Yunanistan'de yapılan seçimleri muhalefet kazandı.,Aydın'da sıcaklık 31 dereceye ulaştı.,0.153945,synthetic,unrelated,dunya|hava,train
"ödüllü yönetmen, Diyarbakır'da tatilde görüntülendi.",Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.123364,synthetic,unrelated,magazin|teknoloji,train
Adana ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Adana için sağanak uyarısında bulundu.,0.775298,synthetic,paraphrase,hava,train
Liderler Çin'de düzenlenen zirvede bir araya geldi.,Çin'deki zirvede liderler önemli konuları görüştü.,0.794421,synthetic,paraphrase,siyaset,train
Çin'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Çin halkı sandık başına giderek yeni yönetimini seçti.,0.541582,synthetic,paraphrase,dunya,train
Samsun'da sıcaklık 35 dereceye ulaştı.,Bolu'da sıcaklık 34 dereceye ulaştı.,0.677854,synthetic,related,hava,train
ünlü model yeni projesiyle ekranlara dönüyor.,ünlü model sürpriz bir törenle dünyaevine girdi.,0.573262,synthetic,related,magazin,train
Mersin'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Sakarya'a mevsimin ilk karı düştü.,0.140313,synthetic,unrelated,asayis|hava,train
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Yunanistan'de meydana gelen depremde maddi hasar oluştu.,0.118876,synthetic,unrelated,siyaset|dunya,train
Muğla'da meydana gelen trafik kazasında 2 kişi yaralandı.,Fenerbahçe'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.192204,synthetic,unrelated,asayis|spor,train
Çin iklim zirvesine ev sahipliği yapıyor.,İtalya iklim zirvesine ev sahipliği yapıyor.,0.75335,synthetic,related,dunya,train
Dolar kuru güne yüzde 31 yükselişle başladı.,Aydın'da sıcaklık 44 dereceye ulaştı.,0.296097,synthetic,unrelated,ekonomi|hava,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Uzmanlar migren vakalarındaki artışa dikkat çekti.,0.483762,synthetic,related,saglik,train
Borsa İstanbul günü yüzde 28 değişimle kapattı.,Merkez Bankası politika faizini sabit tuttu.,0.227336,synthetic,related,ekonomi,train
ünlü oyuncu eşinden boşandığını duyurdu.,Rusya'de yapılan seçimleri muhalefet kazandı.,0.097259,synthetic,unrelated,magazin|dunya,train
Ankara'da iki aracın çarpışması sonucu 6 kişi yaralandı.,Ankara'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.904616,synthetic,paraphrase,asayis,train
Bursa'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Bursa beklenenden daha sıcak bir güne uyandı.,0.720965,synthetic,paraphrase,hava,train
Et fiyatları son bir ayda yüzde 12 arttı.,Tavuk fiyatları son bir ayda yüzde 29 arttı.,0.619756,synthetic,related,ekonomi,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Teknoloji şirketi yeni işletim sistemi tanıttı.,0.159775,synthetic,unrelated,saglik|teknoloji,train
Yıllık enflasyon yüzde 38 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 38 olarak duyurdu.,0.958434,synthetic,paraphrase,ekonomi,train
Trabzonspor teknik direktörüyle yollarını ayırdı.,Başakşehir teknik direktörüyle yollarını ayırdı.,0.729822,synthetic,related,spor,train
Konya'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Konya'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.907378,synthetic,paraphrase,asayis,train
Merkez Bankası politika faizini sabit tuttu.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.109201,synthetic,unrelated,ekonomi|teknoloji,train
"Kasımpaşa, tecrübeli oyuncuyla anlaşmaya vardı.",Kasımpaşa deneyimli futbolcuyu kadrosuna kattı.,0.729394,synthetic,paraphrase,spor,train
Merkez Bankası politika faizini sabit tuttu.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.143745,synthetic,unrelated,ekonomi|saglik,train
Mersin ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Mersin için sağanak uyarısında bulundu.,0.657979,synthetic,paraphrase,hava,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Dolar kuru güne yüzde 15 yükselişle başladı.,0.163356,synthetic,unrelated,teknoloji|ekonomi,train
"Sivasspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Sivasspor sezonu zirvede bitirip şampiyon oldu.,0.909458,synthetic,paraphrase,spor,train
Cumhurbaşkanı İngiltere'e resmi ziyarette bulundu.,Antalya'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.117024,synthetic,unrelated,siyaset|asayis,train
